gtin,product_id,price,price_per_unit,price_unit,description,review_count,availability,currency,sku,brand,weight,rating_score,condition,name,category
3600523192694,5492798,10,13.33,100ml,"The world's number 1 root concealer brand*, perfectly covers grey hair. Match and blend Magic Retouch root concealer spray instantly. Suitable for people who use permanent hair dye or semi permanent hair dye and can be matched with your hair colour, even salon colour, for a natural looking finish. *Source: ©2018 Nielsen Data, value and unit sales, Hair Colour - 52 w/e December 2018. 40 Countries* covered accounting for 85% world GNI https://www.loreal-paris.co.uk/magic1Why Magic?This hair spray is simple and quick to use, especially when in a rush or on the go. Having a last minute emergency? Our 75ml Magic Retouch root concealer is easy to carry around in your handbag and is also cabin approved so perfect for when you travel. This low commitment spray is ideal for those in need of a quick fix between home colourings and salon appointments or sudden appearance of grey hair.Formula: Temporary, lightweight formula created for all hair types that perfectly conceals your grey hair and blends to match with your hair colour. Product lasts until washed out with shampoo and only a small amount is required. can be used for up to 25 uses.How to Use?Transform your grey hair instantly in 3 seconds. Hold the can 10-15cm from hair and spray roots in a light stream. Allow 1 minute to dry before achieving your perfect look. Magic Retouch covers grey hair quickly and efficiently.Why Not Try?Perfectly conceal grey roots by matching your hair colour to one of 9 shades, ranging from Blonde, Brown to Black. Don't forget Magic Retouch Precision Brush, our instant grey concealer for temples and scattered greys. For optimal results use both Magic Retouch and Magic Retouch Precision Brush to cover grey hair. Use alongside our box colour range: Casting Creme Gloss, Excellence and Preference. This product is intended for use on grey hairs. If you are suffering from hair loss or alopecia please speak to your GP as it is a medical condition.Hair emergency?This low commitment hair spray is ideal for those in need of a quick fix between home colourings and salon appointmentsThe world's number 1 root concealer brand*, perfectly covers grey hair. Suitable for people who use permanent or semi-permanent hair dye and can be matched with your hair colour, even salon colour, for a natural looking finish. Having a last minute emergency? Our 75ml Magic Retouch root concealer is easy to carry around in your handbag and is also cabin approved so perfect for when you travel. This low commitment spray is ideal for those in need of a quick fix between home colourings and salon appointments or sudden appearance of grey hair. The pinpoint micro-diffuser targets greys and the temporary, lightweight formula matches seamlessly with your hair colour. Product lasts until washed out with shampoo and only a small amount is required. Perfectly conceal grey roots by matching your hair colour to one of 9 shades, ranging from Blonde, Brown to Black. Don't forget Magic Retouch Precision Brush, our instant grey concealer for temples and scattered greys. For optimal results use both Magic Retouch and Magic Retouch Precision Brush to cover grey hair. Use alongside our box colour range: Casting Creme Gloss, Excellence and Preference.*Source: ©2018 Nielsen Data, value and unit sales, Hair Colour - 52 w/e December 2018. 40 Countries* covered accounting for 85% world GNI https://www.loreal-paris.co.uk/magic1",846,InStock,£,910002515538,L'Oreal Magic Retouch,75ml,4.0461,NewCondition,L'Oreal Magic Retouch Dark Brown Root Touch Up,Toiletries & Beauty
3600520432472,7411344,2.5,1,100ml,"Britain's No.1 for Coloured Hair*: Coloured or highlighted hair? Try Britain's No.1 brand for coloured hair * Elvive Colour Protect. Our best conditioner for coloured hair, this range will protect colour vibrancy for up to 10 weeks**.Caring Formula: Enriched with red peony and UV filter that works in affinity with the hair fibre from root to tip to help nourish, revive and protect coloured hair for up to 10 weeks**.Suitable for Coloured or Highlighted Hair: Ideal for coloured hair types, Colour Protect Conditioner protects hair against external aggressions and prolongs colour vibrancy***.Blonde, Highlighted or Silver Hair? Elvive Colour Protect shampoo and conditioner works together with our Purple Anti-Brassiness range. Elvive purple shampoo and conditioner helps to neutralise brassy tones and leave hair looking beautiful and bright- use as a weekly treatment alongside your Colour Protect daily routine.L'Oreal Conditioner by Elvive Colour Protect for Coloured or Highlighted Hair •Coloured or highlighted hair? Try Britain's No.1 brand for coloured hair* Elvive Colour Protect. Elvive Colour Protect Caring Conditioner is our best conditioner for coloured hair, enriched with red peony and UV filters, it works in affinity with the hair fibre from root to tip to nourish, revive and protect coloured hair or highlighted hair:- Protects colour for up to 10 weeks***.- Protects hair against external aggressions.- Elvive Conditioner for coloured hair prolongs colour vibrancy***.*Source: ©2020 Nielsen data, value and units, Haircare category (client defined) 52 w/e 16/05/20 in United Kingdom (GB+NI) Total Coverage. https://www.loreal-paris.co.uk/elviveno1*©2018 Nielsen data, value & units, Haircare (client defined) 52 w/e 06/10/18 GB Total Coverage**Consumer test on 170 women after application of the Colour Protect Shampoo & conditioner. ***Instrumental test after application of the Colour Protect Shampoo, conditioner and Extraordinary Oil for Coloured Hair.",203,InStock,£,1000383110953,L'Oreal Elvive,250ml,4.7635,NewCondition,L'Oreal Elvive Colour Protect Conditioner,Toiletries & Beauty
30149472,9019633,11.99,17.13,10ml,"Longwear liquid lipstick. Ultra-lightweight. Intense colour in one coat. Effortless and precise application. Transfer resistant.
Get an intense colour in one stroke with Infallible Matte Resistance longwear liquid lipstick. The ultra-lightweight, creamy formula provides a powdery matte finish that is comfortable all day long. With a precise applicator, lip contour is effortlessly defined. Lips appear smoother. Transfer proof and smudge resistant.",0,InStock,£,1000383191953,L'Oreal Paris,7ml,0,NewCondition,L'Oreal Paris Infallible Matte Resistance Liquid Lipstick 100 Fairytale Ending,Toiletries & Beauty
3600524061487,7676061,11,11,each,"3X glossier shimmering colour. Optimal 1st grey coverage. Easy to use and perfect for first time colourer. Ammonia Free & lasts up to 28 washes. Includes butter mask with honey to care for your hair whilst you colour.
90% natural origin hair dye kit*Say hello to Casting Natural Gloss! A new addition from the UK'S NO.1 Ammonia brand*. Our new conditioning colour gloss comes in a No Ammonia formula that can last up to 28 washes and results in 3x glossier,shinier, silkier hair**. Casting Natural Gloss is a low commitment semi-permanent hair dye. Give your hair lush, seamless, glossy colour that covers those annoying greys. Casting Natural Gloss has a 90% Natural Ingredient Kit and includes a butter mask with honey to care for your hair whilst you colour. 94% of consumers saw no visible damage*** - provides natural looking results. It conditions and smooths each strand, for hair so healthy it shines and perfect for first time colourers.*2022 NielsenlQ data,value and unit sales, Colourants Client defined, 52 w/e 09/01/22 United Kingdom Total Coverage** VS uncoloured hair, instrumental test vs before colouration on bleached hair, average natural origin of colouring cream, developer and conditioning formulas***291.6 consumer agrees out of 307",20,InStock,£,1000383170227,L'Oreal,each,4.75,NewCondition,L'Oreal Paris Casting Natural Gloss Semi Permanent Hair Dye No Amonia Blonde Epice 5.53,Toiletries & Beauty
3600521987414,3569462,10,10,each,"Crème formula helps to blends away grey hair for a natural-looking colour. Leaves your hair full of visible shimmering tones. Includes nourishing conditioner with coconut oil. No ammonia formula for a pleasant smell. Colour lasts up to 28 shampoos. For brown hair.
Achieve natural-looking colour with visible shimmering tones using Casting Crème Gloss. The no-ammonia crème formula blends away grey hair, and provides a luscious smell. Colour lasts up to 28 shampoos.After colouring, the conditioner is enriched with Coconut oil that reveals the richness of your brown hair. It leaves your hair soft and voluptuous with an exceptional shine.",191,InStock,£,910000435709,L'Oreal Casting,each,4.2356,NewCondition,L'Oreal Casting Creme Gloss 513 Iced Truffle Brown Semi Permanent Hair Dye,Toiletries & Beauty
5011408054415,854745,15,30,100ml,"Targets sagging and age spots with this hydrating facial moisturiser. Enriched with Collagen AA Fractions and melanin block. In the morning, skin feels hydrated and more comfortable. Reduces the appearance of dark pigmentation. Rich, luxurious night cream powered with Collagen Inspired Peptides and Melanin Block.
Enriched with Collagen AA Fractions and Melanin Block, the retightening formula helps to firm facial contours to fight against skin sagging and to reduce the appearance of age spots. The rich, luxurious texture sinks into the skin to leave it feeling velvety soft and pampers the skin's natural replenishing function through the night. A source of intense hydration for mature and menopausal skin, skin feels nourished, more supple and more comfortable.Instant + Long Lasting Results:After 1 night:Skin feels nourished, more supple and comfortable.After 1 month:Age spots appear reduced. Skin feels denser. Sagging appears reduced. The contours of the face look remodeled. Giving a tighter more toned look from within.Dermatologically TestedThis rich, luxurious night cream powered with Collagen Inspired Peptides and Melanin Block, deeply penetrates the skin to reveal firmer, more hydrated skin. This expertly formulated formula is a source of hydration to fade age spots while promoting skins natural repair process, creating an even skin tone. Clinically Proven Results:Immediately:- Skin feels nourished with moisture, more supple and comfortable.Day after day:- Anti-sagging formula hydrates the skin to leave it feeling firmer, more toned, and retightened. Skin is gently exfoliated to improve the look of dark spots.Key Ingredients:Collagen Amino Acid Fractions: Collagen Amino Acid Fractions are components inspired of collagen, naturally found in skin. Our Amino Acid fractions along with the other components of the formula help to leave skin feeling firmer and retighten.Melanin Block: This complex helps reduce age spots.",287,InStock,£,439634,L'Oreal Paris,50ml,4.6411,NewCondition,L'Oreal Paris Age Perfect Night Moisturising Cream,Toiletries & Beauty
30153080,7310738,9.95,3.98,10g,"Up to 16 hour wear. Transfer-resistant finish. Infused with hyaluronic acid. Lips feel moisturised all day. Slim design for precise application.
Color riche goes slimer, more longwear, more hydrating and more matte with Color Riche Intense Volume Matte. A matte with up to 16 hour wear infused with a caring formula, infused with hyaluronic acid, to keep lips feeling moisturised all day. The matte of your dreams: powdery, lightweight and creamy. This lipstick volumizes lips for plumper looking lips all day with a transfer-resistant finish. Never flat. Never dry. The new slim packaging allows for easier, more precise application, to accentuate your lip shape. A new lipstick designed for women who believe in their choices. Available in 12 intense, powdery matte shades of conviction that beautify every lip tone.",0,InStock,£,1000362424801,L'Oreal Paris,25g,0,NewCondition,L'Oreal Paris Color Riche Intense Volume Matte 16hr Volumizing Matte Lipstick 346 Rouge Determinance,Toiletries & Beauty
3600523947737,7450227,12,12,each,"Luminous Cool Blondes Full of ReflectsThe translucent gel formula gives your hair a blonde shade with luminous cool reflects and intensifies the natural nuances of your hair colour.Discover the unique cool blondes of Préférence with light-reflecting dyes, for a luminous and sophisticated colour.Anti-Brassiness Purple MaskA nourishing mask enriched with purple dyes that neutralise yellow undertones week after week. Apply the mask to keep your blonde cool for up to 6 weeks.* *based on 3 applications of Anti-Brassiness Purple Hair Mask.Shade 9.12 SiberiaShade 9.12 was inspired by Siberia, the icy diamond from the East. As pure and breath-taking as the infinite frozen landscapes, this very light ash beige blonde is ideal to achieve a sophisticated look.L'Oreal Paris Preference, the expert of permanent, fade-defying luminous hair colour. Our translucent gel technology together with our precious shine oil give the ultimate luminous colour full of reflects. Use the shine protect conditioner enriched with a UV filter and Vitamin E derivative to preserve the shine of your coloured hair for up to 8 weeks. Our Shine Oil is enriched with precious flower oils to intensify the natural tones of your hair colour. Infused with a sensorial fragrance for an improved experience at application. Be colour safe and always do your 48-hour patch test. Born in the 1970's, Preference has over 50 years of creating at home hair colour proven to give you a fade defying- multi-tonal colour result. The iconic ‘You're Worth It' tagline was created for Preference 50 years ago and still to this day remains at the heart of the brand. Be colour safe and always do your 48 hour patch test.",102,InStock,£,1000383118260,L'Oreal Preference,each,4.598,NewCondition,L'Oreal Preference Hair Dye Long Lasting Luminous Permanent Hair Colour 9.12 Siberia,Toiletries & Beauty
3600523971343,9019717,9.99,14.27,10ml,"9 Sheer Nude Shades. Infused with skincare ingredients such as Hyaluronic Acid and Collagen. Volume Applicator shaped for generous application. Fuller looking lips. Dermatologically approved. Lightweight feeling formula. Non-sticky with intense hydration. Long lasting shine. Smudge resistant. Cooling effect upon application with a tingling sensation.
Meet New L'Oreal Paris Rouge Signature Plumping Lip Gloss. Indulge in our lightweight, non-sticky and cooling formula for an ultimate lip plumping effect with intense hydration.Calling all lips, it's time to plump it up with NEW L'Oreal Paris Rouge Signature Plumping Lip Gloss, a product where science meets colour. Say goodbye to sticky gloss and indulge in our non-sticky nourishing formula, made with an 87% visible plumping base, for fuller-looking lips. This innovative formula is dermatologically approved and infused with all your favourite skincare ingredients, including hyaluronic acid and collagen, for smoother, plumper lips with a long-lasting shine. The unique volume applicator is designed to contour your lips and provide generous application to hydrate and plump up your pout. Choose between 9 universally beautifully flattering nude shades, to give all lip sizes and colours something to shout out a-pout!",19,InStock,£,1000383192025,L'Oreal Paris,7ml,4.6842,NewCondition,L'Oreal Paris Rouge Signature Plumping Sheer Pink Lip Gloss 408 Accentuate,Toiletries & Beauty
3600523183494,5360923,5,10,100ml,"Anti-wrinkle face cream specifically designed for 35-45 skin. Smoothes the look of wrinkles. Skin feels firmer. Moisturiser hydrates for 24h. Dermatologically tested.
Fine lines and wrinkles begin to appear. L'Oréal Paris wrinkle expert anti-wrinkle Hydrating Cream 35+ is designed to fight these first signs of ageing.Triple Action:1. Smoothes the look of WrinklesWrinkles appear visibly reduced. Skin looks smoother.2. Improves FirmnessSkin is re-plumped with moisture for firmer, younger looking skin.3. Hydrates 24HSkin is intensely infused with hydration, maintaining moisture for 24 hours.It feels nourished and more comfortable. Over time, skin seems less dry.Proven Results:Wrinkles appear reduced*.Skin feels re-plumped for 74%** of womenSkin looks smoother for 96%* of women*2 week self-assessment of 50 women**3 week Self-assessment of 53 women",60,InStock,£,910002294166,L'Oreal Paris,50ml,4.1167,NewCondition,L'Oreal Paris Wrinkle Expert 35+ Collagen Day Hydrating Cream Pot,Toiletries & Beauty
3600524123161,9088846,2.25,0.562,100ml,"Boosted with freshness activator for a -3,8 cool sensation on wet skin.. FRESH FEELING:Powered with a fresh stimulating fragrance for a boost of energy.
Discover L'Oréal Men Expert Hydra Energetic Extreme sport Shower gel, boosted with freshness activator for a -3,8° cool sensation on wet skin.",0,InStock,£,1000383219478,L 'Oreal,400ml,0,NewCondition,L 'Oreal L'Oreal Men Expert Hydra Energetic Extreme Sport Shower Gel Large 400ml,Toiletries & Beauty
3600524015244,7450233,9,9,each,"Silver Grey was inspired by the magnetic silver night life in Soho.
Colorista is now Preference Vivids. Our Preference expertise is at the service of Vivid Colours. Get a cool Silver Grey bold colour with radiance that holds for up to 8 weeks*. Preference Vivids leverages our loved Preference Liquid Gel technology with dyes selected by our colourist experts for up to 3X shinier hair and a luminous colour result you can trust. Preference Vivids also comes with a Shine Protect conditioner, enriched with UV filter and Vitamin E Derivative to maintain the radiance of your coloured hair for up to 8 weeks. Silver Grey was inspired by the magnetic silver night life in Soho. Be colour safe and always do your 48-hour patch test.*Instrumental Test",40,OutOfStock,£,1000383118294,L'Oreal Preference,each,4.325,NewCondition,"L'Oreal Preference Vivids (Colorista) Permanent Gel Hair Dye, Silver Grey 10.11",Toiletries & Beauty
3600520921068,2015309,3.5,2.33,100ml,"For bounce-back style. Ultra quick drying. Extreme hold elastic resistance - 5.
L'Oreal Studio Line Xtreme Hold Gel with elastic resistance for a style that bounces back.  Extreme hold: 5.",5,InStock,£,30359224,L'Oreal,150ml,5,NewCondition,L'Oreal Studio Line Xtreme Hold Gel,Toiletries & Beauty
3600523966905,6939428,2.5,1,100ml,"Ultra-high cleansing ability with NO white residue. Highly effective on long hair prone to greasiness.
Instant long-lasting volume for up 24 hours*Enriched with vitamins to leave hair feeling silky and scented for up to 24h**Discover Elvive Dream lengths Air Volume Dry Shampoo by L'Oreal Paris for long-lasting volume and an airy clean feeling for up to 24 hours*. Part of the in-between washes style extender range, to style hair and maximise care without water, it leaves hair with instant volume and a clean feeling from roots to lengths. The unique formula has an ultra-high cleansing ability with no white residue. Enriched with vitamins, to care for your hair leaving it soft and scented for up to 24 hours with Dream Lengths iconic scent**. Effective on long hair that's prone to greasiness or just in need of a refresh! To apply, spray evenly 15cm from hair roots in between washes, massage into roots and brush through, backbrush hair focusing on bottom layers for volume boost. *consumer test **sensory test",134,InStock,£,1000274839232,L'Oreal Elvive,250ml,4.5075,NewCondition,L'Oreal Elvive Dream Lengths Air Volume Dry Shampoo for Long Hair,Toiletries & Beauty
3600523881673,6963019,2.25,0.562,100ml,"Stress Resist shower gel is designed to relax you. 3-in-1 shower gel suitable for the body, face and hair. 100% designed for men. Enriched with Vine Extract to produce a calming, fruity and woody fragrance. Use alongside the Stress Resist deodorant, keeping you fresh in stressful situations.
Kick start your morning routine with your shower wingman. Introducing the 1st Men Expert shower gel powered by vine extract, crafted for relaxation. Stressful day? This Stress Resist shower gel is designed to provide an instant calming sensation with a calming woody fragrance. A 3-in-1 shower gel suitable for the body, face and hair",5,InStock,£,1000278707557,L'Oreal Men Expert,400ml,5,NewCondition,L'Oreal Men Expert Stress Resist Shower Gel Large XL,Toiletries & Beauty
30158672,9089998,12.95,5.29,10g,"1.4x bigger looking eyes. Corner to corner, panoramic volume. Enriched with 5% stretch-flex complex for ultra flexible formula. Suitable for sensitive eyes. Smudge resistant. Instrumental test on 30 subjects.
L'Oreal Paris Panorama mascara, brown. Corner to corner panoramic volume, 1.4x bigger eyes*. With multi-level bristle brush technology and a patented 'stretch-flex' formula, with Panorama you can catch lashes from the inner to outer edge of the eye for an eye-opening fanned out lash effect and clump-free, separated volume. It's time to open your eyes to new possibilities and with it. See the world differently with Panorama mascara, by L'Oreal Paris. *Instrumental test on 30 subjects",420,InStock,£,1000383219975,L 'Oreal,24.5g,4.7429,NewCondition,"L 'Oreal Paris Volume Million Lashes Panorama Mascara, Brown",Toiletries & Beauty
3600523457991,5704238,5,0.2,each,"Soothing, cleansing face wipes. Make up wipes with a delicate blend of fine flowers. Effective make up remover.
The L'Oréal Paris Laboratories have selected and combined extracts of Rose and Jasmine Flowers, in a soothing cleansing wipe, for soft, comfortable and fresh skin, every day. In a single step, they remove impurities, and even waterproof make-up, for cleaner, softer and soothed skin.Contains Rose known for its soothing and comforting properties and Jasmine renowned for its protecting and moisturising properties",69,InStock,£,910002961366,L'Oreal Paris,25pk,4.5072,NewCondition,L'Oreal Paris Fine Flowers Cleansing Wipes-Dry and Sensitive Skin,Toiletries & Beauty
30146945,9019660,11.99,17.13,10ml,"Longwear liquid lipstick. Ultra-lightweight. Intense colour in one coat. Effortless and precise application. Transfer resistant.
Get an intense colour in one stroke with Infallible Matte Resistance longwear liquid lipstick. The ultra-lightweight, creamy formula provides a powdery matte finish that is comfortable all day long. With a precise applicator, lip contour is effortlessly defined. Lips appear smoother. Transfer proof and smudge resistant.",0,InStock,£,1000383192051,L'Oreal Paris,7ml,0,NewCondition,L'Oreal Paris Infallible Matte Resistance Liquid Lipstick 400 Spill the Tea,Toiletries & Beauty
3600523216093,5360929,10,20,100ml,"Designed for mature skin. Enriched with neo-calcium, for its fortifying properties. With SPF20.
The L'Oréal laboratories have combined an exclusive complex of Flower Extracts and Neo-Calcium in a daily care formulated for skin losing its youthful density and natural colour. With age, features begin to sag and the face loses its firmness. Beyond this skin slackening, the skin gets thinner and micro-circulation slows down. It loses its natural colour and can look washed out.Neo-Calcium:The formula is enriched with Neo-Calcium, known for its fortifying properties. The formula helps to restore the skin's natural barrier function and support the skin's structure. Skin feels more resilient and re-cushioned.Peony Extract:Enriched with Imperial Peony extract and Iris flower, the formula helps rehydrate the skin to help restore its natural colour with a healthy rosy glow. It also contains natural pink pigments to instantly beautify the complexion. SPF 20 for added UV protectionVisible Result:- Instantly skin is intensely hydrated and more comfortable without feeling tight. Revived, skin tone looks more rosy and beautiful.- Day after day, skin feels denser and firmer. Facial contours look more defined, skin tone looks fresh and healthy and the natural colour of youthful looking skin is revived.",361,InStock,£,910002294485,L'Oreal Paris,50ml,4.3435,NewCondition,L'Oreal Paris Age Perfect Golden Age Day Cream SPF 20 50ml,Toiletries & Beauty
3600523500154,5907519,8.95,5.59,10g,"Instant coverage and smoothing. Corrects skin tone and undertone. Precision applicator. Enriched with Caffeine to reduce the appearance of dark circles overtime.
Discover #TheOne that can do it all.New True Match The One Concealer to correct skin tone, conceal imperfections and hide signs of fatigue. Enriched with caffeine to instantly brighten the eye area and fight dark circles over time. Lightweight medium to high buildable coverage for a custom finish.",24,InStock,£,1000000985065,L'Oreal,16g,4.5833,NewCondition,L'Oreal Paris True Match The One Concealer 1N Ivory,Toiletries & Beauty
3600522083269,3686040,4.5,9,100ml,"Ceramide + glycerine. Hydrate, protect, restore. All skin types. Tested under dermatological control.
The L'Oréal Paris laboratories created Triple Active Night Cream to provide long lasting hydration to all skin types. Every day the skin is exposed to multiple aggressions (UV rays, stress and pollution) which can result in premature skin ageing. The skin can become dull and its barrier function can become fragile, leaving it feeling dehydrated. The light texture, enriched with Glycerin and Ceramide, helps the skin to recover comfort and hydration throughout the night. Skin feels soft and smooth, looks rested and more luminous by morning.Clinically Proven Formula Triple Action:1. HydrateEnriched with Glycerin, Triple Active Night nourishes the skin with moisture.2. ProtectThe intensive formula helps reinforce the skin's protective barrier.3. RestoreEnriched with Ceramide, skin feels soft and soothed.Visible ResultsNight after night skin feels soft and smooth, looks rested and more luminous by morning.L'Oréal are removing the cellophane wrapper from the packaging of all L'Oréal Paris skincare products as part of efforts to reduce the use of plastic without compromising the quality of L'Oréal packaging.",53,InStock,£,910000468457,L'Oreal Paris,50ml,4.6415,NewCondition,L'Oreal Paris Triple Active Night Hydrating Moisturiser Cream,Toiletries & Beauty
3600523999477,7450209,11,11,each,"No Ammonia Colouring Ritual. Colouring cream + gentle pH shampoo + nourishing mask. Long-Lasting Colour. Shiny, supple, lively hair. With Universal Reflect. Unique blend of harmonious reflects. Natural-looking result. Up to 100% grey coverage. Ammonia free colouring formula. Skin flattering reflects for a natural looking colour result. Naturally flattering Shade. Triple Care Colour No Ammonia colouring crème, Gentle PH Shampoo, Lightweight Nourishing Mask. Created with ReflectU designed to make it easier than ever to select your shade.
We believe your hair deserve a routine that cares about your hair as much as the colour. New Excellence Universal Nudes gives you Triple Care Colour and 100% grey coverage now with no ammonia. Our First permanent hair colour with no Ammonia has a unique colouring formula with new colouring technology. The ReflectU is a blend of warm and cool complexion flattering reflects for a natural looking, easy to achieve colour result. Our New Triple Care Colouring routine comes with a No Ammonia Caring Colouring Cream is Enriched with Pro-Keratin and caring agents to protect the hair as it colours. We believe that the secret to long lasting colour is post colour care. So our post colour care comes with a Caring Gentle PH Shampoo to delicately cleanse the scalp and our Lightweight Nourishing Mask to nourish the hair without weighing it down. Say goodbye to wondering which numbers to pick after your shade. Excellence Universal Nudes come in 10 Universal Shades for a natural looking result making it easier than ever to select the right shade.",46,InStock,£,1000383118158,L'Oreal Excellence,each,4.0435,NewCondition,L'Oreal Excellence Universal Nudes Universal Dark Blonde 6U with Complexion Flattering Reflect,Toiletries & Beauty
3600524015213,7450247,9,9,each,"- Our Preference expertise is now at the service of Vivid Colours. Get a Smokey Grey bold colour with radiance that holds for up to 8 weeks*- Preference Vivids leverages our loved Preference Liquid Gel technology with dyes selected by our colourist experts for up to 2X shinier hair and a luminous colour result you can trust- Preference Vivids also comes with a Shine Protect conditioner, enriched with UV filter and Vitamin E Derivative to maintain the radiance of your coloured hair for up to 8 weeks- Smokey Grey was inspired by eleven unique and high-tech houses of Camden Town and their metallic Smokey facadeColorista is now Preference Vivids. Our Preference expertise is at the service of Vivid Colours. Get a Smokey Grey bold colour with radiance that holds for up to 8 weeks*. Preference Vivids leverages our loved Preference Liquid Gel technology with dyes selected by our colourist experts for up to 3X shinier hair and a luminous colour result you can trust. Preference Vivids also comes with a Shine Protect conditioner, enriched with UV filter and Vitamin E Derivative to maintain the radiance of your coloured hair for up to 8 weeks. Smokey Grey was inspired by eleven unique and high-tech houses of Camden Town and their metallic Smokey facade. Be colour safe and always do your 48-hour patch test.*Instrumental Test",42,OutOfStock,£,1000383118265,L'Oreal Preference,each,4.4286,NewCondition,L'Oreal Preference Vivids (Colorista) Permanent Gel Hair Dye Smokey Grey 9.11 Hair Colour,Toiletries & Beauty
3600523503285,5907499,12.95,5.63,10g,- 90% saw intense & volumised lashes*- +98% lengthening effect**- 91% agree it doesn't flake**Consumer trial on 107 women / **Instrumental test on 24 womenTake your lashes to paradise with intense volume and spectacular length. The Ultra-Soft brush coats lashes with a silky smooth formula; enriched with lash-loving castor oil. Lashes feel feather-soft; without any flaking.,828,InStock,£,1000000985827,L'Oreal,23g,4.3998,NewCondition,L'Oreal Paris Paradise Mascara Black,Toiletries & Beauty
3600523524006,5998265,2.5,0.833,100ml,"Dry to very dry hair? It is in need of nourishment. Our shampoo, infused with precious marula and camellia oils, helps restore lipids.Transform your hair into extraordinary:- Up to +90% instant nourishment¹- Lusciously soft hair- Up to 72 hours of long-lasting fragrance²- Silicone free for a natural touchThis bottle is filled with up to 8 weeks of usefor up to 8 weeks of nourishment and shine³.(1) Instrumental test - shampoo + conditioner. (2) Sensory test - shampoo + conditioner or mask. (3) Based on regular use twice a week. May vary depending on usage, frequency,and length of hair.",195,InStock,£,1000009535017,L'Oreal Elvive,300ml,4.6205,NewCondition,L'Oreal Elvive Extraordinary Oil Nourishing Shampoo for Dry Hair,Toiletries & Beauty
3600524030186,7358249,11,22,100ml,"This moisturiser soothes, protects and strengthens skin from external aggressors for up to 24h. Tested Under Dermatological Control and on Sensitive Skin.
Discover our 24H Moisturiser, specifically designed for men's sensitive skin, fragilized by external aggressors. Enriched with Magnesium Mineral, our formula helps strengthen the protective natural skin barrier function and acts as a reinforcing ally for sensitive skin fragilized by external aggressors. Naturally present in our skin, Hyaluronic Acid is well known for its super-hydrating properties. *0% alcohol = no ethyl alcohol.L'Oreal Men Expert Magnesium Defence Hypoallergenic 24H Moisturiser 50ml. Strengthens skin barrier against external aggressors. Magnesium Mineral / Hyaluronic Acid / 0% Alcohol.",48,InStock,£,1000375030364,L'Oreal Men Expert,50ml,4.7292,NewCondition,L'Oreal Men Expert Magnesium Defence Hypoallergenic 24H Moisturiser,Toiletries & Beauty
3600524082345,7685471,6,1.5,100ml,"Clinically proven to reduce hair fall by up to 92%¹Up to 2x less hair on your brush¹Stronger hairValidated by dermatologistsEnriched with Aminexil and Arginine¹From breakage. Instrumental test, shampoo + conditioner + serum, 2022²Instrumental test, shampoo + conditioner, 2019Stress, brushing, seasonal change, and heat styling can cause your hair to feel weaker and thinner. As a result, it has the tendency to end up on your brush. Detangle and protect your hair from breakage with this break-proof conditioner. The formula is enriched with Aminexil, a patented molecule that is clinically proven to strengthen hair and reduce hair fall2 by 92%. The formula is also boosted with hair supplements Biotin and Arginine which act as a lightweight barrier to protect and strengthen hair. The Result? Break-proof detangling with up to 2x less hair on your brush¹. Scalp feels healthier and hair is stronger. Scientifically designed and effective on hair with a tendency to fall due to breakage. For optimal results, complete the routine with the rest of the Full Resist [with Aminexil] Scalp and Hair Programme.¹From breakage. Instrumental test, shampoo + conditioner + serum, 2022²Instrumental test, shampoo + conditioner, 2019",245,InStock,£,1000383172513,L'Oreal Elvive,400ml,4.7143,NewCondition,L'Oreal Elvive Paris Elvive Full Resist Break-Proof Detangling Conditioner with Aminexil 400ml,Toiletries & Beauty
